"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"8600000US85015","ZCTA5 85015","14885","427","8407","462","4434","394","6478","497","12.5","1.9","10.9","2.6","3.9","2.0","17.6","3.3","8.1","1.8","6.3","2.1","6.5","2.9","11.2","3.0","15.9","2.2","15.4","2.9","9.7","3.6","18.4","3.1","13.7","1.9","12.5","2.3","12.4","3.3","14.0","3.3","15.5","2.1","15.3","2.7","14.9","3.1","14.0","3.0","17.2","2.4","18.5","3.2","21.2","4.3","13.6","3.0","7.3","1.8","8.3","2.3","12.0","3.6","6.1","2.1","6.3","1.1","8.5","1.6","12.5","2.7","3.6","1.3","1.9","0.8","2.0","0.9","3.4","1.8","1.4","1.4","1.5","0.6","2.5","1.1","3.5","1.7","0.2","0.2","34636","3669","39776","3533","53618","4080","26386","2248","48161","2959","54118","4307","67806","6709","37770","3781","40.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.0","(X)"
"8600000US85016","ZCTA5 85016","16566","560","7194","505","5106","439","9372","609","7.2","1.4","3.1","1.5","0.6","0.4","11.2","2.3","5.1","1.4","4.2","2.1","4.5","2.5","5.8","1.9","10.2","2.1","7.6","2.7","6.4","3.0","12.0","2.3","8.6","1.7","8.9","2.8","8.2","3.0","8.7","1.9","14.5","1.8","10.5","2.5","8.8","2.8","17.8","2.7","15.1","2.2","15.7","3.2","13.2","3.3","14.9","2.9","12.3","2.0","12.2","2.5","11.8","2.9","11.5","2.4","12.4","1.7","14.6","2.9","14.9","3.3","10.6","2.4","6.3","1.2","10.3","2.6","13.8","3.5","2.7","1.1","8.3","1.3","13.0","2.2","17.8","3.2","4.7","1.5","56423","4734","75333","10080","92948","8995","43682","2885","91185","7877","122838","16386","N","N","65213","4889","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)"
"8600000US85017","ZCTA5 85017","11584","351","7958","437","4117","310","3626","394","11.0","2.3","10.2","2.8","3.9","2.0","20.1","5.2","7.3","1.6","4.7","1.6","3.3","1.8","11.8","4.0","19.6","2.6","17.4","3.5","12.9","4.4","23.2","4.7","14.3","2.5","17.3","3.1","17.5","4.9","13.5","4.3","17.8","2.6","17.6","3.3","19.7","4.9","17.8","5.5","15.6","2.2","16.0","2.5","19.3","3.4","7.6","2.8","9.4","2.0","10.3","2.5","14.3","4.3","5.6","3.1","3.7","0.9","5.0","1.3","7.5","2.4","0.3","0.6","1.0","0.7","1.0","0.8","1.0","1.0","0.2","0.3","0.3","0.3","0.5","0.5","0.6","0.8","0.0","1.0","32237","2619","35368","3608","45437","2903","23345","1886","43072","2722","46436","3763","N","N","28958","3021","42.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)"
"8600000US85018","ZCTA5 85018","17207","458","8778","385","6291","380","8429","451","6.9","1.2","3.6","1.4","1.8","1.2","11.1","2.2","3.2","0.8","1.2","0.7","0.9","0.8","5.0","1.4","8.3","1.4","5.8","1.7","2.4","1.1","11.3","2.1","8.9","1.3","5.7","1.6","4.2","1.7","12.4","2.1","13.6","1.6","9.8","2.3","6.6","2.2","17.9","2.6","13.4","1.7","11.2","1.8","9.0","2.2","15.9","3.1","8.9","1.3","9.0","2.0","8.2","2.2","8.5","2.2","14.9","1.6","20.6","2.9","22.9","3.8","8.3","1.9","6.3","1.0","9.1","1.6","12.0","2.2","3.2","1.1","15.6","1.6","24.1","2.9","32.0","3.9","6.4","1.5","66150","3618","108032","3663","136910","12701","42163","2848","114270","7228","157888","12810","N","N","67000","5345","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)"
"8600000US85019","ZCTA5 85019","7512","324","5351","363","2853","350","2161","313","13.6","3.0","11.2","3.5","5.0","2.3","24.7","6.3","12.3","3.0","7.0","2.3","4.1","2.5","24.0","8.5","10.0","2.3","10.3","3.0","7.4","3.1","10.1","4.1","11.1","3.0","11.5","3.9","11.8","5.3","8.7","4.2","15.8","3.6","18.4","4.8","19.3","6.4","11.4","4.3","18.7","3.5","19.4","4.7","21.1","5.9","16.4","6.7","7.5","1.7","9.3","2.4","12.5","3.9","2.0","2.2","9.2","2.7","11.4","3.5","16.5","5.5","0.5","1.0","1.2","0.8","1.1","0.9","1.4","1.6","1.4","1.7","0.6","0.6","0.4","0.6","0.8","1.1","0.8","1.3","38363","3938","41735","4226","52937","6014","15709","4098","46034","3104","50681","3498","N","N","29297","5245","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)"
"8600000US85020","ZCTA5 85020","15522","434","7294","428","5014","389","8228","488","7.2","1.6","4.2","1.9","1.3","1.0","10.5","2.5","4.3","1.2","2.4","1.1","1.0","0.9","6.6","2.1","10.8","2.1","7.7","2.9","4.6","3.1","13.7","3.0","9.8","1.5","7.7","2.4","6.2","2.5","11.8","2.5","14.8","2.3","11.8","2.5","10.3","3.0","17.5","3.2","18.1","1.8","20.4","3.0","19.7","4.0","15.4","2.8","10.4","1.8","10.7","2.6","11.2","3.1","9.9","2.6","12.3","1.8","17.0","2.7","21.6","4.0","7.9","2.4","5.7","1.2","8.2","2.3","10.0","3.1","3.1","1.3","6.6","1.2","9.9","2.1","14.1","3.1","3.5","1.2","53091","2802","71385","5939","90608","14909","39712","2881","79494","4318","100379","7514","N","N","59491","5420","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)"
"8600000US85021","ZCTA5 85021","15941","324","9256","411","5328","392","6685","437","10.6","1.6","11.4","2.4","4.1","1.7","14.9","3.2","5.6","1.1","3.2","1.0","2.5","1.4","8.9","2.0","13.9","2.0","9.4","1.8","6.1","2.1","18.7","3.6","12.0","1.8","11.7","2.2","6.1","1.7","14.0","3.3","14.2","2.0","12.1","2.2","11.6","2.8","15.7","3.2","15.4","1.9","16.4","2.8","18.5","3.6","13.2","2.4","9.0","1.2","10.3","1.7","13.0","2.5","6.0","1.7","9.5","1.5","12.2","2.2","17.4","3.4","5.0","1.8","4.1","1.0","5.9","1.6","8.8","2.5","0.8","0.6","5.6","0.9","7.4","1.3","12.0","2.3","2.8","1.3","42266","2210","53578","6058","78200","8476","29347","1867","67878","4211","77861","4078","104210","6265","49435","8052","40.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.1","(X)"
"8600000US85022","ZCTA5 85022","21806","474","12574","615","8525","489","9232","605","5.3","1.3","4.0","1.2","2.4","1.4","8.0","2.5","3.4","0.9","1.9","1.0","0.5","0.5","5.8","1.8","10.0","1.3","6.4","1.7","4.4","1.6","15.0","2.4","10.4","1.7","8.5","2.0","7.1","2.2","13.6","2.9","15.9","2.0","13.2","2.6","10.6","2.3","19.4","3.3","17.5","1.7","19.3","2.3","17.7","2.5","16.2","2.6","14.1","1.4","16.0","2.2","17.8","2.8","9.2","2.0","13.5","1.6","16.8","2.3","20.5","2.9","8.6","2.2","4.3","0.9","5.9","1.2","7.9","1.8","2.2","1.4","5.7","1.1","8.2","1.8","11.1","2.3","2.1","1.3","55614","2138","68933","4943","85238","4511","39712","3018","76933","3155","92640","5365","N","N","53360","4213","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US85023","ZCTA5 85023","12687","387","7963","379","5475","365","4724","364","6.3","1.8","3.0","1.3","1.8","1.1","13.6","4.1","2.7","1.1","2.3","1.6","2.5","2.0","2.6","1.4","11.3","2.0","7.4","1.9","5.4","1.9","18.4","3.8","10.9","1.7","9.2","2.0","5.3","1.8","17.2","3.8","14.3","2.0","13.5","2.8","11.0","3.0","16.6","3.1","18.7","2.3","19.3","3.2","19.8","3.4","16.6","3.8","11.2","1.7","12.9","2.3","15.0","2.9","7.2","2.0","13.7","2.1","18.0","3.1","20.7","4.0","5.6","2.2","4.3","1.4","5.0","1.7","5.8","1.9","1.1","0.9","6.6","1.8","9.4","2.7","12.7","3.9","1.1","0.8","55644","2620","67832","5268","79799","5706","33075","4393","75850","4262","90365","6125","104520","7653","44896","3993","37.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)"
"8600000US85024","ZCTA5 85024","9953","384","6031","366","4744","340","3922","387","3.2","1.5","1.4","0.9","1.2","1.0","6.3","3.5","1.5","0.8","0.7","0.5","0.2","0.3","2.7","1.8","6.9","2.1","3.3","1.7","2.5","1.4","12.6","4.3","8.2","2.8","7.4","3.2","4.3","2.7","10.3","4.3","10.4","1.9","8.5","2.2","8.9","2.8","13.2","3.0","20.7","2.9","18.7","3.4","19.3","3.7","23.9","5.3","16.0","2.7","16.5","3.4","16.0","3.6","15.1","4.4","18.5","2.8","24.0","3.8","26.2","4.5","10.2","3.5","7.4","1.6","10.7","2.7","12.3","3.0","2.2","1.4","7.2","2.1","8.8","3.2","9.3","3.7","3.6","2.1","72688","8127","90528","5822","94603","9050","56090","6063","88875","5077","102710","7002","N","N","64526","6190","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)"
"8600000US85027","ZCTA5 85027","15536","447","8899","471","6650","499","6637","444","4.4","1.2","3.3","1.2","0.5","0.5","6.9","2.5","3.3","1.1","1.3","0.7","0.5","0.5","6.2","2.2","8.2","1.6","4.4","1.4","3.0","1.6","13.3","3.1","11.4","1.9","8.4","2.1","7.4","2.2","15.7","3.6","15.9","2.4","13.9","3.0","11.8","3.5","19.0","3.8","24.0","2.6","24.6","3.3","27.1","4.1","23.4","4.2","15.3","2.4","19.2","3.3","21.3","3.9","9.3","3.0","12.0","1.7","17.2","2.1","19.1","2.7","4.5","2.0","3.8","1.0","4.8","1.6","5.7","1.8","1.6","0.9","1.7","0.9","3.0","1.6","3.6","1.9","0.1","0.2","56184","3293","68478","3134","74595","5920","41819","2682","65355","2504","77359","3344","N","N","46727","2770","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US85028","ZCTA5 85028","7962","265","5313","257","4314","276","2649","302","3.3","1.3","0.9","0.7","0.7","0.7","8.2","3.3","1.8","0.9","1.4","1.2","0.0","0.8","4.0","2.1","6.5","2.3","3.6","2.0","3.4","2.1","12.8","5.0","6.5","2.0","4.4","1.9","3.5","2.2","9.5","4.4","9.2","2.1","6.2","2.0","4.9","1.8","14.7","5.1","14.6","2.6","14.4","3.1","13.4","3.5","14.9","4.4","13.8","2.2","13.5","2.3","13.3","2.7","14.2","5.8","20.1","2.9","24.0","3.6","25.8","4.5","12.3","3.8","10.4","2.1","13.8","2.9","14.0","3.2","3.8","2.5","13.9","2.0","17.8","2.8","21.0","3.4","5.6","2.6","89110","5682","109187","8025","116709","7024","52802","11660","114539","6564","136447","8685","N","N","69727","7671","33.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)"
"8600000US85029","ZCTA5 85029","17042","349","10260","485","5980","450","6782","513","7.9","1.6","7.6","1.9","2.9","1.8","11.4","3.0","5.3","1.2","2.8","1.4","1.1","0.9","10.4","2.7","12.4","1.8","10.0","2.4","5.9","2.4","16.5","3.1","9.3","1.7","9.2","2.1","6.8","2.5","9.9","2.4","16.9","2.1","14.0","2.8","13.9","3.3","21.4","3.8","23.5","2.6","27.1","4.0","26.1","5.3","18.4","3.6","11.1","1.7","13.0","2.4","18.6","3.5","5.5","2.1","9.3","1.8","11.0","2.3","16.7","3.8","5.7","1.8","2.8","0.9","3.9","1.1","5.9","1.8","0.2","0.3","1.3","0.4","1.3","0.6","2.3","1.0","0.7","0.6","47365","2926","55953","2403","65366","5740","35784","2391","57916","2673","63559","2962","N","N","43301","4774","45.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)"
"8600000US85031","ZCTA5 85031","7906","264","5927","325","3368","296","1979","288","16.2","3.3","13.0","3.7","4.1","2.1","34.4","7.5","8.0","2.4","5.8","2.3","4.3","2.9","19.5","6.7","13.9","2.7","14.6","3.6","12.1","4.4","11.3","4.4","10.7","2.9","10.9","3.0","9.7","4.2","5.9","3.5","18.3","3.3","18.1","3.7","19.0","4.6","17.8","6.1","16.7","3.2","20.7","4.2","27.4","5.9","6.0","3.2","8.3","2.2","8.6","2.8","11.7","4.0","2.6","2.7","6.9","2.4","7.3","2.8","9.9","4.1","2.7","3.4","0.7","0.6","0.5","0.5","1.0","1.0","0.0","1.8","0.3","0.4","0.5","0.5","0.8","0.9","0.0","1.8","35706","3538","38629","5547","50672","5434","13961","2589","42765","3375","45271","3800","N","N","23544","4320","39.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.7","(X)"
"8600000US85032","ZCTA5 85032","27909","515","16354","586","10972","593","11555","602","5.2","1.0","5.2","1.3","2.7","1.2","6.7","1.5","4.9","1.0","3.6","1.2","2.7","1.5","6.4","1.6","9.5","1.2","7.1","1.4","5.2","1.4","13.2","2.3","11.6","1.3","9.3","1.6","6.8","1.7","16.1","2.3","14.8","1.5","12.7","1.9","10.7","1.9","18.0","2.7","21.6","1.6","22.9","2.2","22.4","2.3","18.8","2.3","12.3","1.4","14.4","1.9","16.8","2.7","8.9","1.8","11.8","1.4","13.8","2.0","17.1","2.9","8.6","2.0","5.2","1.0","6.9","1.4","9.9","2.1","1.9","0.9","3.1","0.6","4.1","0.9","5.8","1.3","1.4","0.7","54161","1998","62951","2765","74578","3384","42536","3544","69008","2194","77316","2827","N","N","53731","3153","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)"
"8600000US85033","ZCTA5 85033","15952","237","13357","340","7812","430","2595","273","6.1","1.3","6.2","1.5","3.2","1.4","13.4","4.4","5.7","1.6","5.3","1.6","3.4","1.5","10.4","3.9","14.5","1.8","14.2","2.1","9.1","2.1","20.1","4.6","15.1","1.7","15.3","2.0","15.4","2.6","14.3","4.4","19.9","1.7","20.8","1.9","22.6","2.5","21.4","4.5","20.9","2.6","20.0","2.6","22.9","2.8","15.6","4.6","9.2","1.3","10.2","1.5","11.8","2.3","2.6","1.6","6.8","1.4","6.0","1.4","9.2","2.2","1.4","1.2","1.1","0.5","1.0","0.6","1.3","0.7","0.4","0.6","0.8","0.4","0.8","0.4","1.2","0.6","0.5","0.7","39443","1307","39199","1396","44989","4703","28083","4328","49555","1990","49390","2211","57260","2927","33845","3389","51.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","51.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)"
"8600000US85034","ZCTA5 85034","1833","156","935","136","355","88","898","129","15.4","5.2","16.4","7.9","4.5","3.4","14.5","6.7","13.2","5.3","6.6","4.4","8.7","7.7","20.0","8.7","17.2","5.0","26.1","7.9","14.1","10.7","9.9","4.7","12.2","3.7","9.3","5.4","1.7","3.1","17.9","7.1","16.9","5.1","15.8","6.3","29.3","12.8","16.5","8.7","11.3","3.4","14.1","5.4","14.9","10.0","5.7","3.6","6.6","2.4","5.9","3.6","14.4","9.8","6.9","3.8","6.4","3.2","5.2","4.2","12.4","10.3","7.7","5.7","0.3","0.4","0.5","0.8","0.0","9.4","0.0","3.8","0.4","0.7","0.0","3.7","0.0","9.4","0.9","1.3","27391","3875","25708","6970","48324","6305","27500","5053","38393","3377","37880","5021","N","N","37520","5068","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3","(X)"
"8600000US85035","ZCTA5 85035","14758","358","11712","518","5869","434","3046","368","7.0","1.4","7.8","1.6","3.6","2.0","11.0","3.5","6.2","1.7","6.0","1.8","1.9","1.3","10.3","3.9","12.9","1.9","12.7","2.1","10.2","2.5","17.2","4.7","15.2","2.3","14.5","2.5","15.6","3.3","21.1","5.7","18.7","2.5","20.1","2.8","19.3","4.2","15.1","3.8","20.8","2.8","20.5","2.7","23.1","4.5","13.0","4.7","10.7","2.1","10.3","2.2","13.9","3.7","7.2","3.5","6.8","1.5","6.3","1.6","9.8","2.8","5.0","3.1","1.0","0.5","0.9","0.5","1.2","0.8","0.0","1.1","0.7","0.5","0.9","0.6","1.5","1.0","0.0","1.1","41396","1637","41089","1404","48873","7353","30911","1728","50359","2774","49809","3167","59676","4022","37596","3599","50.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.9","(X)"
"8600000US85037","ZCTA5 85037","14533","248","11607","423","6951","416","2926","360","5.0","1.5","5.5","1.8","2.5","1.4","9.0","4.7","2.7","0.9","1.9","0.8","0.8","0.8","7.9","3.5","7.9","1.4","8.9","1.8","7.0","1.9","9.6","3.4","10.5","1.8","10.9","2.1","9.3","2.4","10.3","3.3","17.4","2.6","16.0","2.4","13.8","3.2","23.4","5.9","26.3","2.4","24.7","2.3","26.5","2.9","24.6","6.2","14.9","2.2","16.2","2.3","20.9","3.7","8.6","3.0","11.5","1.8","11.8","1.9","14.2","2.7","5.0","2.6","2.9","0.9","3.1","1.1","3.7","1.5","0.9","1.1","1.0","0.5","1.0","0.6","1.3","0.8","0.7","0.8","56370","2906","56973","2916","64303","4212","40651","2547","63780","2768","64165","2694","71502","3215","49318","6763","43.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.7","(X)"
"8600000US85040","ZCTA5 85040","10007","241","6784","312","3379","304","3223","295","11.7","2.0","9.0","2.0","1.8","1.5","20.7","4.6","9.3","1.9","7.8","2.3","3.6","1.9","14.0","3.5","14.8","2.4","13.2","2.4","15.4","4.3","20.7","4.8","10.2","2.3","11.4","2.7","6.2","2.9","9.8","3.7","17.8","2.8","21.4","3.6","21.6","5.6","9.2","3.0","18.6","2.3","17.1","2.6","23.3","4.5","15.1","4.0","7.0","1.5","8.6","2.0","10.3","2.8","3.6","1.8","8.4","1.8","8.5","2.2","13.2","3.9","6.6","3.1","1.7","0.8","2.3","1.2","3.3","2.0","0.2","0.3","0.4","0.4","0.6","0.6","1.2","1.1","0.0","1.1","38543","2149","40288","2611","50994","3531","21851","3607","46984","2263","50002","3088","62897","5112","34611","3317","52.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.2","(X)"
"8600000US85041","ZCTA5 85041","17015","418","13385","492","7816","483","3630","379","7.0","1.3","6.8","1.5","1.7","1.0","13.1","4.0","4.9","1.1","3.3","1.0","1.3","0.9","10.6","2.8","10.0","1.4","9.9","1.7","6.4","1.9","13.4","3.1","11.9","1.5","12.8","1.8","10.3","2.6","11.5","3.1","13.0","1.9","12.5","2.6","10.9","3.1","15.4","3.8","21.0","2.2","20.6","2.7","23.2","3.6","18.5","5.2","13.6","1.8","14.2","2.1","19.6","3.5","9.0","3.0","12.4","1.6","12.8","1.9","16.1","3.0","7.3","2.6","2.5","0.9","3.2","1.1","4.5","1.8","0.3","0.5","3.8","1.1","3.9","1.2","6.0","2.0","0.9","0.8","53597","2763","55775","3207","71127","4911","35742","3860","66221","3148","68767","3873","84635","5284","45015","4216","53.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.8","(X)"
"8600000US85042","ZCTA5 85042","14525","429","10246","476","5933","443","4279","442","5.6","1.3","4.2","1.4","2.1","1.4","11.4","3.1","4.6","1.3","3.0","1.3","1.6","1.2","8.9","3.4","8.6","1.9","9.0","2.0","5.5","2.3","10.8","3.4","10.4","1.9","10.2","2.3","5.6","2.2","11.0","3.8","17.8","2.9","16.1","3.2","14.0","4.0","20.3","5.1","16.2","1.9","18.3","2.7","18.3","3.8","15.0","3.5","14.7","1.9","15.6","2.0","19.0","3.0","9.8","3.1","13.2","1.7","13.5","2.4","17.9","3.5","8.2","3.1","5.6","1.3","6.8","1.7","10.3","2.9","2.8","1.5","3.3","0.9","3.4","1.2","5.6","1.9","1.8","1.0","53824","3728","58355","4236","77530","3829","40599","3642","69671","3031","73214","3648","89866","5190","53206","5274","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)"
"8600000US85043","ZCTA5 85043","9813","298","7714","329","4804","406","2099","261","6.1","1.8","7.0","2.0","1.5","1.2","12.5","6.3","5.7","1.6","5.8","1.8","4.0","2.3","8.1","4.7","7.5","2.0","8.0","2.4","7.3","2.8","4.4","2.3","10.9","2.6","10.7","2.6","9.6","2.8","13.6","6.6","18.5","3.3","19.7","3.6","17.4","4.3","14.7","6.4","24.3","3.6","21.8","3.8","23.9","4.9","25.9","7.6","11.9","2.3","11.3","2.8","15.3","3.9","11.8","5.7","11.3","2.4","11.9","2.5","16.2","3.7","6.4","5.3","2.1","1.0","2.3","1.2","2.9","1.7","0.0","1.7","1.7","1.1","1.5","0.9","1.9","1.1","2.6","3.1","50873","2456","48645","3871","60180","3898","43879","9240","61319","3274","60129","3693","N","N","54212","8645","52.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.1","(X)"
"8600000US85044","ZCTA5 85044","17072","338","10582","394","7348","398","6490","370","3.8","1.0","3.1","1.2","1.3","0.6","5.7","1.8","1.5","0.6","0.8","0.4","0.4","0.3","3.2","1.2","5.0","1.1","2.6","0.9","1.5","0.7","9.3","2.4","7.8","1.4","5.7","1.9","3.0","1.2","12.3","2.6","11.8","1.8","9.1","1.9","6.2","1.7","17.6","3.5","21.1","1.7","19.2","2.3","15.8","2.7","24.6","3.0","12.8","1.8","13.2","2.3","14.2","2.8","11.0","2.3","17.6","1.8","21.7","2.6","25.4","3.3","9.6","2.6","9.0","1.3","11.0","1.8","15.0","2.5","4.3","1.5","9.5","1.0","13.7","1.6","17.3","2.1","2.5","1.2","73789","2697","92742","5824","112034","4896","51380","2669","101785","4152","120886","6287","N","N","66464","4041","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)"
"8600000US85045","ZCTA5 85045","2473","135","1947","137","1687","136","526","120","2.0","1.6","0.5","0.7","0.5","0.9","7.8","6.4","1.4","1.1","0.5","0.6","0.4","0.5","4.8","4.1","0.9","0.8","0.3","0.5","0.3","0.5","3.2","3.4","1.9","1.1","2.4","1.6","0.9","0.8","3.2","3.5","4.6","2.1","2.5","1.8","2.3","1.9","12.5","6.8","12.9","3.2","10.0","3.3","4.3","2.2","22.6","8.0","11.0","3.5","11.5","3.8","12.6","4.2","9.3","7.4","22.0","3.6","23.4","4.4","23.6","5.1","17.9","8.6","17.3","4.1","17.5","4.6","19.6","5.1","15.4","9.2","25.9","3.8","31.4","4.7","35.4","5.2","3.2","3.3","138777","7533","148102","15636","158766","5911","68611","11321","154212","8565","170129","10120","N","N","88488","12460","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)"
